,question,gemini_pro,gemini_flash,gpt40613,mixtral,palm2,palmyra,gpt4o,gpt4turbo,llama,claude,final_answer
629,"A state recently enacted a statute requiring the following of all firms that do business with and for the state (defined generally as selling goods or providing services to the state, its agencies, or subdivisions):  Such businesses must purchase insurance only from insurance companies chartered in the state and thus be subject to regulation by the state insurance commissioner;  In hiring any unskilled laborers for employment in connection with state business, preference must be given to citizens of the state;  Nonresident aliens shall be prohibited from engaging in any state related business activities;  All buildings constructed for the state must have roofs composed of adobe, which is composed of yellow silt or clay deposits found only in the state. The proposed statute's preamble recites that its provisions will ensure:  responsible insurance coverage for all those who do business with the state;  an increased standard of living for the citizens who comprise the state's labor force;  the lowest possible expenditures by the state government; and  a beautiful, uniform aesthetic decor for all new state buildings. In evaluating the constitutionality of the state statute under the Supremacy Clause of Article VI, which of the following would be most relevant?",C,C,C, C,C,C,C,C, C,C,C
630,"A 15-year-old boy was killed during a gang fight. Two days after his funeral, the boy's mother saw a television program about gang violence and was shocked to see video of herself weeping over the boy's body. The video had been shot by the television reporting team while the boy's body was still lying on a public street. The mother suffered severe emotional distress as a result of seeing the video. If the mother sues the television station for invasion of her privacy and that of her son, will the mother be likely to prevail?",B,B,B, B,B,B,B,B, B,B,B
631,"A customer in a restaurant ordered a bowl of the restaurant's famous homemade Manhattan clam chowder. While eating the chowder, the customer broke a tooth on a pebble in the soup, which a reasonable inspection would not have discovered. When the customer complained to the restaurant's owner, the owner admitted that the chowder was not, in fact, homemade, but that it had been poured from a can of chowder purchased from a wholesale distributor of food products. In a strict liability action by the customer against the restaurant, he will most likely",A,A,A, A,A,A,A,A, A,A,A
632,"A property owner owned a 30-acre tract of land located on the outskirts of a community. After prosperity burst upon the community, the property owner subdivided the property into 30 lots and built townhouses on each of the lots. After selling all 30 of the lots, the various homeowners formed a homeowners' association. Thereafter, the homeowners' association adopted a Declaration of Covenants, which provided, inter alia, that each homeowner was required to pay an annual assessment charge to be used ""for the promotion of the health, safety, and welfare of residents within the subdivision and for the enhancement of education, social life, and community welfare. ""The homeowners' association then properly and legally assessed each homeowner an assessment charge of $750. An owner of a townhouse in the subdivision refused to pay the assessment. The townhouse owner was experiencing financial problems and claimed that she couldn't afford to pay the $750. As a result, the president of the homeowners' association sent the townhouse owner the following letter:""Article 1 of the Declaration of Covenants requires all homeowners to pay their annual assessment charge on the first day of January for the said year. Because of your failure to make this payment, the homeowners' association shall have the right to collect the amount due by action of law. Your prompt attention to this matter is greatly appreciated. ""Three weeks elapsed, and the president of the homeowners' association did not receive any response from the townhouse owner. He then wrote her a second letter that stated:""Before it institutes legal action, this is the homeowners' association's final demand for your $750 assessment charge. It is unfortunate that deadbeats like you ruin our community. ""A copy of this letter was mailed to the other29 residents of the development. The presidenteven sent a copy of the letter to the editor of thecounty newspaper, which had a circulation of20,000 subscribers. In its next edition, the countynewspaper published the president's letter on itseditorial page. If the townhouse owner sues the president for defamation, she will probably",D,D,D, B,D,D,C,C, D,D,D
633,"A vintner owned a vineyard in fee simple absolute. The deed by which the vineyard was conveyed to her was properly recorded. The vintner sold the vineyard to a husband and wife as tenants in common, who did not record the warranty deed by which the vintner conveyed the vineyard to them. The husband subsequently sold and conveyed his undivided one-half interest in the vineyard to a friend. The friend promptly recorded his deed. Some time later, the vintner purported to convey the vineyard to a farmer, for valuable consideration. The farmer, who had no actual knowledge of any previous conveyances of the vineyard, recorded her deed. The jurisdiction maintains alphabetical grantor and grantee indices. The applicable recording statute provides, ""Every conveyance of real property is void as against any subsequent purchaser of the same property (or any part thereof) in good faith and for a valuable consideration, whose conveyance is first duly recorded. "" None of the various grantees of the vineyard has entered into possession in a manner that would put anyone on inquiry notice as to their interest therein. Who owns the vineyard?",D,A,B, A,C,C,C,B, C,C,C
634,"A state has recently released medical statistics showing that the number of new AIDS cases within the state has quadrupled from the preceding year. In 2008, the state reported that 2,250 people were diagnosed as being stricken with the AIDS virus. However, in 2009 the state confirmed that over 9,000 new persons contracted the deadly virus. In an effort to improve the health care of AIDS patients in the state, the Legislature has enacted a law providing public funds to assist privately owned hospitals. According to the law, every hospital in the state would receive $5,000 annually for each AIDS patient who was admitted to that hospital, and whose period of hospitalization exceeded one week. Although this bill was initially opposed by several churches and other organizations, the state's legislature re-drafted the bill in a compromise effort to appease the opposition. In its final re-draft, the bill provided that the $5,000 annual subsidy ""would not be paid to any hospital performing abortions. ""Which of the following is the strongest argument against the constitutionality of the state's statute?",B,B,B, B,B,B,B,B, B,B,B
635,"Owner owned two adjoining lots. There was a building located on both lots that was separated by a party wall. The building was called a ""twin"" home, i.e., it was divided into two separate residential units. However, the front entrance was located entirely on one of the lots; there was a door through the party wall that the occupants of the adjoining residence used to access their home. Owner sold the lot on which the stairway was located to the buyer, and owner continued to reside in the remaining part of the building. The deed did not contain a reservation of a right to use the doorway. The parties later disputed whether owner could continue to use the entrance that was located on the lot that he sold. What will a court most appropriately decide regarding the rights of the disputing parties?",D,D,D, D,D,D,D,D, A,D,D
636,"A patient was in the hospital to be treated for an illness. The patient's doctor prescribed a mild anesthetic drug, to be given to the patient intravenously, to reduce the pain being experienced by the patient. The patient was supposed to receive a saline solution containing 18. 5 milligrams of the drug. A nurse arranged to have a pharmacy technician prepare the solution and drug, and then the nurse administered the solution and drug to the patient. The solution that was administered to the patient contained 185 milligrams of the drug, rather than just 18. 5. Shortly after receiving the drug, the patient had a heart attack and died. The doctor, nurse, and pharmacy technician were all employed by the hospital. If the patient's family brings a wrongful death claim against the hospital, which of the following must the family prove in order to recover damages?",D,B,D, B,B,B,D,B, B,D,B
637,"Congress passed a federal statute that prohibited all ""indecent"" and ""patently offensive"" broadcasts on the Internet. The purpose of the statute was to protect children from accessing pornographic materials. The law imposed a blanket prohibition on any communications that could be accessed by children and which might contain the feared material. A group of Internet publishers filed an action to have the law declared unconstitutional and unenforceable. They proved that many instances of artistic expression and non-prurient broadcasts could fall within the wide parameters of the law. The government argued that its interest in protecting children outweighed the other considerations, and that millions of parents who are now afraid to access the Internet would use the service because the new law made it safe for children. What will the Supreme Court decide?",A,A,A, A,A,A,A,A, A,A,A
638,"One morning, an employee arrived at work and found his boss passed out on the floor of his office. The employee determined that his boss was not breathing, immediately rendered CPR to his boss, and succeeded in reviving him. The employee then called the paramedics, who took the boss to the hospital. Two week later, the boss returned to work. Grateful for the employee's quick action in saving his life, the boss said to the employee, ""You'll have ajob with me for life. ""Which of the following best characterizes the legal relationship between the boss and the employee on that date?",D,D,D, D,D,D,D,D, D,D,D
639,Buyer is purchasing a bicycle based on the salesperson's understanding of buyer's goals and seller's knowledge. What kind of warranty might this be considered?,A,A,A, A,A,A,A,A, A,A,A
640,"A nephew brings an action against the administrator of his uncle's estate based upon a contract for services rendered in the management of his uncle's property. In order to rebut the presumption that the services rendered were gratuitous, since the nephew was a relative of his uncle, the nephew called his sister-in-law as a witness. Assume that this jurisdiction has a relevant Dead Man's Statute in effect. The sister-in-law testified that she had lived in the nephew's house, knew his uncle, and that she was familiar with the uncle's handwriting. The nephew's attorney asked her to look at a letter and to tell the court whether it was written by the uncle. Upon objection by the attorney for the administrator of the estate, the trial judge would most likely",D,D,D, B,D,D,D,D, B,D,D
641,"A state has recently enacted a statute wherein aliens are prohibited from owning any commercial real estate within the state. Subsequent to the statute, a lawful resident alien enters into a contract with another lawful resident alien to purchase the latter's office building. Assume that both resident aliens join in a declaratory judgment action to test the validity of the state statute in federal court. The court should rule that",A,A,A, A,A,A,A,A, A,A,A
642,"A defendant is on trial for kidnapping. The victim has testified that one of the kidnappers referred to the other as ""Speed."" The prosecutor calls a jail employee to testify that, while the defendant was in jail awaiting trial, other inmates addressed the defendant as ""Speed."" Is the jail employee's testimony admissible?",C,C,C, C,C,C,C,C, C,C,C
643,A used car dealer needs to disclaim any implied warranty of merchantability. Which of the following is not considered an effective way of making a full disclaimer of the implied warranty?,D,D,D, D,D,D,D,D, D,D,D
644,"A person was taking a long hike on a trail through a forest in a state park. As the hiker came around a bend in the trail, he suddenly saw a hunter standing next to the trail, looking in the other direction. The hunter was holding a rifle. The hunter turned, causing the rifle to be pointed at the hiker. The hiker felt sure that he was going to get shot, but the gun did not go off. The hiker asserts a claim for assault against the hunter. In his action, the most likely result is that the hiker will",D,A,C, C,D,D,C,C, D,D,D
645,"A homeowner was planning to construct a new pooi in her back yard. She hired a well-known pool contractor to design and construct the pool. The contractor, in turn, hired a subcontractor to dig the hole and plaster the pooi area. After the subcontractor completed his job, the contractor then hired an electrician to install the heater and wiring for the pool. While the electrician was performing his work, the wiring became disjointed and had to be replaced at a substantial expense to the homeowner. If the homeowner sues the electrician in tort to recover the damages she suffered because of this occurrence, will the homeowner prevail?",A,A,A, C,A,A,A,A, A,A,A
646,"As a result of the increasing northward movement of the population from a nearby city, a town enacted a zoning ordinance restricting present and future land use in the town to single family dwellings, except in the downtown commercial shopping area, and except for a small area in which multifamily dwellings not over 40 feet in height were permitted. In addition, all new construction or exterior modifications of existing buildings required prior approval of an aesthetic control board. The zoning ordinance defined the term ""family"" in the context of single family dwellings to mean only one or more persons related by marriage, blood, or adoption, thereby excluding unrelated, unmarried persons from residing in a single residence unit. The enabling legislation contained the following provision:""This enactment is necessary to preserve the physical and social homogeneity of this community, and preserve and protect the quality of life of its citizens. ""A town resident owns a single family residence with five bedrooms. Prior to the enactment of the zoning ordinance, the resident leased the premises on a month-to-month basis to a boyfriend and girlfriend and three other male law students. The five individuals are all unmarried and attend the nearby law school. The resident now brings suit to enjoin enforcement of the ordinance against himself. Which of the following is the most accurate statement regarding the constitutionality of the zoning ordinance provision that prohibits unrelated, unmarried persons from residing in a single family residence?",B,B,B, B,B,B,B,B, B,B,B
647,"An orange grove and a vineyard are adjoining tracts of land located in a county. In 2006, a farmer purchased the orange grove, a 10-acre tract, in fee simple absolute. The vineyard, a 20-acre tract situated to the north of the orange grove, was owned by a rancher in fee simple absolute. A remote predecessor of the farmer had granted to a shepherd a way for egress and ingress across the orange grove under such terms and circumstances that an easement appurtenant to the vineyard was created. This right-of-way was executed by deed and properly recorded. The shepherd, however, never made any actual use of the right-of-way. In 2010, the rancher conveyed the vineyard to the farmer. The next year, the farmer conveyed the vineyard by deed to an investor for a consideration of $200,000, receipt of which was acknowledged. Neither the rancher farmer deed nor the farmer  investor deed contained any reference to the easement for right-of-way. The investor has now claimed that she has a right-of-way across the orange grove. The farmer, on the other hand, has informed the investor that no such easement exists. Assume that the orange grove abuts a public highway. The only access to that public highway for the vineyard is across the orange grove. If the investor initiates an appropriate action to determine her right to use the right-of-way across the orange grove, she should",C,B,C, C,C,C,C,C, C,C,C
648,"A widower was the owner in fee of a 10-acre quarry. On August 1, the widower handed his friend a deed conveying the quarry to his niece and said to the friend, ""Give this to my niece. "" Unknown to the widower, the niece was in Africa. The next week, the friend properly recorded the deed with the Recorder's Office. One month later, the widower died, and in his will he devised the quarry to his daughter. Thereafter, the niece returned from Africa, and a dispute arose between the niece and the daughter regarding ownership of the quarry. In a suit to quiet title to the quarry, the court ruled in favor of the niece. The ruling was most likely based upon which of the following?",B,B,B, B,B,B,B,B, B,C,B
649,"A buyer purchased a new van from a car dealer. Two weeks later, the buyer was driving to work when the brakes suddenly failed. The buyer tried to stop the van for a red light, but the brakes failed to operate. As a consequence, the buyer drove through the red light and collided with a car driven by a woman. Subsequently, the woman asserted a claim against the buyer to recover for the injuries she suffered in the accident. At trial, the only evidence offered by the plaintiff concerning the cause of the accident was the testimony of an engineering expert. He testified that a manufacturing defect had caused the brakes to suddenly fail. Based on the facts stated above, a motion by the buyer to dismiss at the end of the woman's case should be",D,D,A, D,A,A,D,A, D,A,D and A
650,"A 12-year-old boy decided to play a practical joke. Knowing that his parents were giving a dinner party that evening, the boy filled a bucket with ice-cold water and balanced it on the partially open door of the guest bedroom, thinking that his father would take the guests' coats there to put them on the bed. The boy then went off to play at a friend's house. The boy's father decided to keep all the guests' coats in the hall closet instead of putting them in the guest bedroom. Later that evening, one of the guests mistakenly wandered into the guest bedroom while searching for a bathroom. As the guest opened the door, the bucket fell and hit his head, causing a severe cut that required a dozen stitches. If the guest sues the boy for negligence, the most likely result is",D,D,D, D,C,C,D,D, D,C,D
651,"In 1940, a state conveyed to a man a tract of land by deed that was immediately recorded. The man died a widower in 1990, devising all of his real property to his son. The will was duly probated shortly thereafter. In 2005, the son conveyed the tract of land to a friend. This deed was not recorded until after the son's death in 2009. The son's will, duly probated following his death, named the friend as sole legatee and devisee of the son's entire estate. In 2008, the son mortgaged the tract of land to the bank. The mortgage instrument, which was recorded in 2008, recited that it was subordinate to a mortgage on the same land given by the son to a rancher in 1988 and recorded in 1988. In that instrument, the son purported to grant the rancher a mortgage on the tract of land. All of the deeds mentioned in the aforementioned transactions are general warranty deeds. In addition, the State of Baden has a notice-type recording statute and follows a title theory for mortgages. What is the probable legal effect of the son's mortgage agreement in 2008 with the bank?",D,A,D, D,D,D,D,D, D,D,D
652,"A plaintiff files suit in federal district court against a lawnmower manufacturer, alleging strict liability, negligent manufacture, and breach of warranty. The suit is to recover damages for injuries. suffered by the plaintiff when his gasoline-powered lawnmower exploded, while the plaintiff was mowing his front lawn. At trial, the plaintiff calls a man who witnessed the explosion to testify as an eyewitness. The witness suffers from a mental illness that affects his perception of reality. Which of the following is true regarding the witness's mental condition?",B,B,B, B,B,B,B,B, B,B,B
653,"An actress went to a plastic surgeon for removal of an abnormal growth on her right cheek. Under a written contract, the plastic surgeon agreed to surgically remove the growth for $1,000. As the actress subsequently recalled, just before signing the agreement the parties orally agreed that if any additional medical procedures were required during surgery, they would be included in the $1,000 fee. The plastic surgeon, however, has no recollection of any such oral agreement. As agreed, the surgery was performed on an outpatient basis at the plastic surgeon's office. She applied a localized anesthesia that enabled the actress to remain conscious during surgery. While the operation was being performed, the plastic surgeon noticed another growth on the actress's neck. As the plastic surgeon subsequently recalled, she informed the actress about the growth and recommended that it be removed as well. According to the plastic surgeon's account, the actress orally agreed to have the growth removed for an additional $500. The actress has no recollection of any such oral agreement. The plastic surgeon performed both removal procedures satisfactorily. Following the surgery, the actress paid the plastic surgeon $1,000, but refused to pay any additional money for the removal of the second growth. After unsuccessfully attempting to collect the $500, the plastic surgeon brought suit against the actress to recover the additional fee. At trial, the plastic surgeon objected to the introduction of testimony regarding any oral agreement made before the written contract was signed. By the same token, the actress objected to the introduction of testimony concerning any oral agreement made during surgery. Will the plastic surgeon be entitled to recover the additional $500 if both offerings of parol evidence are admitted and believed?",A,D,C, B,A,A,C,C, D,B,A and C
654,"Congress enacted a statute aimed at ""countries assisting or furnishing aid or support to nations or movements engaged in hostilities with the United States. "" Section 5 of that act authorized and directed the Treasury Department ""to issue orders barring entry into the United States any category of goods the sale of which in the United States is likely to improve the economic or balance of payments posture of an assisting country. "" The Secretary of State was authorized by Section 6 to define ""assisting countries. "" Pursuant to Section 5, the Treasury Department issued a regulation, which provided in part that:""Imports of the following categories of goods from assisting countries are hereby prohibited: ¢ . (c) Bulk shipments for resale within the United States of books, pamphlets, flags, decorations or other symbols, excepting, however, scientific, technical, and literary works intended for scholarly purpose. . . ""The State Department designated a foreign country, as an ""assisting country,"" on the basis of its determination that medical supplies collected by public donation in this country had been sent to another country currently engaged in hostilities with the United States. As a consequence, the Treasury Department issued an order barring practically all products and goods from this foreign country into the United States. A distributor of state and foreign flags, has had a lucrative contract with the foreign country for the importation and sale of their flags in the United States. However, because of the Treasury Department's order, the foreign country is now barred from importing any of its flags into the United States. In an appropriate federal court, the distributor brings a suit against the Secretary of State and the Treasury Department to set aside the order barring the foreign country's imports on the grounds that it is inconsistent with the principles of our constitutional form of government. Which of the following is the most proper disposition of the distributor's suit by the federal court?",C,A,C, C,C,C,C,C, C,C,C
655,"The owner of a meatpacking company was charged under a state criminal code prohibiting the sale of contaminated meat. The state's highest court has construed the code as imposing strict and vicarious liability to the extent allowed by the federal Constitution. The evidence at trial established that the owner's company had sold contaminated meat that had sickened hundreds of consumers. It further showed, however, that the owner had been out of the country when the meat was sold and had had no reason to know that any of the meat was contaminated. The jury convicted the owner, and the court sentenced him to a large fine and probation. On appeal, the owner has challenged the sufficiency of the trial evidence. Should the appellate court uphold the conviction?",B,D,D, D,B,B,B,D, B,D,B and D
656,"A highway patrol officer stopped a driver for speeding and found that her license was suspended. He arrested her for driving while under suspension and secured her in the rear seat of the squad car. He then searched the car where he found several bags of cocaine inside a coat that was setting on the rear seat; he arrested her for possession and possession with intent to deliver cocaine. Prior to trial, the driver moved for suppression of the cocaine. Is it likely that the trial court will grant the suppression motion?",B,B,B, B,B,B,A,B, B,B,B
657,"A criminal defendant was convicted of robbery and sentenced to ten years in prison, starting on Jan. 1, 2000. Sec. 204 of the state penal code provided for early release for good behavior, and under that provision he would have been granted supervised release as of Jan. 1, 2007. On Feb. 1, 2006, the state legislature repealed Sec. 204 and passed Sec. 205a. It reduced the good time credits for anyone convicted from that date onward, and also for anyone in prison as of the date of the section's passage. The new release date was calculated to be Jan. 1, 2009. The criminal defendant brought a habeas corpus action arguing that Sec. 205a was an unenforceable ex post facto law as to him. The state courts turned him down saying that good time credit was a privilege and not a vested right. The case ultimately came before the U.S. Supreme Court. Did the Supreme Court invalidate Sec. 205a as an unconstitutional ex post facto law?",B,B,B, B,B,B,B,B, B,B,B
658,"A husband came home early from work one day. He walked to the bedroom and, upon opening the door, saw his wife and another man in bed together. Visibly upset, the husband told the other man to leave. As the man was reaching for his pants, he pulled out a gun, fearing that the husband was about to attack him. When the husband saw the gun, he jumped on the man and angrily twisted his neck, breaking it and killing him. The husband is guilty for which, if any, of the following crimes?",B,B,B, B,B,B,B,B, B,B,B
659,"A state's constitution reserves to the people of each municipality in the state the power of referendum with respect to all questions that the municipality is authorized to control by legislation. A real estate developer applied for a zoning change to permit construction of a convalescent home on land he owned in a city within the state. While the application was pending, the city charter was amended by popular vote so as to require that any changes in land use agreed to by the city council be approved by a 55% vote in a referendum. The city planning commission and the city council both approved the proposed zoning change. However, the real estate developer's subsequent application for approval for a proposed home on the grounds was rejected because the rezoning action had not been submitted to a referendum. In an action brought in state court seeking a judgment declaring the city charter amendment invalid, the court will most likely declare the amendment",D,D,D, D,D,D,A,D, D,D,D
660,"For many months, a buyer had been negotiating with a man for the purchase of a tract of land. Finally, on August 18, 2009, the buyer and the man entered into a real estate sales contract that provided in part:""I, (the man), agree to convey good and marketable title to (the buyer) 60 days from the date of this contract. "" The stated purchase price for the tract was$175,000. On October 11, 2009, the buyer phoned the man and told him that his title search indicated that a third party, not the man, was the owner of record of the property. The man responded that, notwithstanding the state of the record, he had been in adverse possession for 21 years. The statutory period of adverse possession in this jurisdiction is 20 years. The next day the buyer conducted an investigation that revealed that the man had, in fact, been in adverse possession of the tract for 21 years. At the time set for closing, the man tendered a deed in the form agreed in the sales contract. The buyer, however, refused to pay the purchase price or take possession of the tract because of the man's inability to convey ""good and marketable title. ""In an appropriate action by the man against the buyer for specific performance, the vendor will",A,D,A, A,A,A,A,A, A,A,A
661,"A 73-year-old widower owned a 40-acre farm. The widower had two children, a son and a daughter. After the daughter married, she and her husband lived on the farm in a small cottage. From 1985 to 1989, the daughter and the husband helped the widower farm and maintain the property. The widower, whose health was deteriorating, needed the services of the daughter and her husband in order to continue to live on the farm. In December 1989, the daughter told the widower that she and her husband were planning to move out of state. Worried that he could not survive without their help, the widower said to the daughter, ""Please don't ever leav. e. I'm totally dependent on you and your husband. If you stay and continue to care for me and help with the farming, the farm will be yours when I die. "" The daughter turned down a job offer in a neighboring state and decided to do as the widower requested. For nine years, the daughter cared for her father while her husband handled most of the farming operations. In 1998, the widower died intestate with the daughter and the son as his only surviving heirs. The period required to acquire title by adverse possession in the jurisdiction is seven years. In an appropriate action to determine the legal and equitable rights of the daughter and the son, respectively, in the farm, the result will depend upon the application of the principles of and exceptions to the",A,D,A, A,A,A,A,A, C,A,A
662,"A defendant was driving his car recklessly at a high rate of speed through a residential neighborhood. He was traveling at a speed of over 100 M. P. H. when he lost control of the car and jumped a curb, striking a woman who was walking along the sidewalk. As a result of the collision, the woman suffered severe internal injuries and fractured both legs. She was hospitalized for 11 months and became permanently disabled. If the defendant is charged with attempted murder, he should be found",C,C,C, C,C,C,C,C, C,C,C
663,"The owner of a drug store hired an independent contractor to renovate the store. Among other things, the renovations included installing a new front door made of plate glass. The contractor purchased the door from a glass door company. The sales representative of the glass door company told the contractor and the owner that plate glass was ""super safe"" and could withstand considerable pressure. The contractor installed the door, completed the other renovation work, and the store reopened for business later that same month. A few weeks later, a shopper and her 9-year- old son went to the drug store to purchase some merchandise. As they approached the store, the son was skipping ahead of his mother. Until he was within a few steps of the door, he thought it was open. When he realized it was, in fact, closed, he slowed down and, while still ""going faster than walking,"" pushed his hand against the handle to push open the door. His hand slipped off the handle and, at the same time, there was a ""kind of exploding noise. "" Due to a defect, the glass shattered and broke, cutting the son's hand and wrist. A subsequent inspection revealed that the glass door had been negligently installed by the contractor. If the shopper, on behalf of her son, asserts a claim against the glass door company based on strict products liability, the plaintiff will",A,A,A, C,A,A,A,A, C,A,A
664,"A developer built a mini-mall in the city. In order to finance the construction of the mall, the developer obtained a $500,000 commercial loan from a bank. The loan was secured by a mortgage that contained an after-acquired property clause that provided:""(The developer) hereby covenants that the terms of this mortgage shall apply to all after-acquired property which said mortgagor shall hereafter acquire; andMortgagee-bank's security interest in such after- acquired property shall take priority over all other parties claiming an interest in such property. ""The bank duly recorded this mortgage on August 15, 2007. On September 6, 2008, the developer purchased a four-story office building in a nearby city. The building was in need of much renovation. To finance the improvements, the developer borrowed $250,000 from his friend. As consideration for the loan, the developer executed a promissory note for $250,000, payable to the friend in 10 years and secured by a mortgage on the office building. This mortgage was dated September 9, 2008 and recorded the following day. During the early part of 2009, the developer experienced serious financial setbacks and failed to make the monthly mortgage payments to the bank and the friend. After the developer went into default on both loans, the bank instituted a foreclosure action on both the mini-mall and the office building. The friend intervened, claiming that his security interest in the office building took priority over the after-acquired rights claimed by the bank. This jurisdiction maintains a grantor grantee index and has the following recording statute in effect:""An unrecorded mortgage, deed, or other instrument is invalid as against a subsequent mortgagee or bona fide purchaser for value without notice. ""In determining which security interest in the office building should be given priority, the court should hold in favor of",B,B,C, B,C,C,C,C, B,C,C
665,"A man and a woman worked for an armored car company, picking up and delivering cash from banks and businesses. They figured out a plan to fake a holdup and robbery of the man's armored car. After faking the holdup, they planned to purchase a boat with the proceeds and travel to a remote island to deposit the money in a bank account there. The police got wind of the plan before it could be carried out, and the man and the woman were charged with conspiracy. At trial, the prosecution wants to introduce a letter from the man to the woman before the robbery in which the man wrote:""Dear woman,I hope our plan for the heist works. If it does, we'll have a giant pile of bills to divide between us. (signed) the man""Before the contents of the letter can be admitted into evidence, the prosecution must",D,D,D, D,D,D,D,D, D,D,D
666,"Regarding a deposition in a civil suit, which of the following is/are true? I. A deposition of a person against whom another person contemplates filing an action may be compelled by the party contemplating the action, without leave of court, before the action is filed. II. A deposition of the defendant in an action may be taken by the plaintiff without service of a subpoena on the defendant. III. A deposition may be taken even though all the testimony secured by it will be inadmissible at the trial.",C,D,C, D,C,C,C,C, D,D,C
667,"A defendant was arrested and charged with involuntary manslaughter for causing a vehicular homicide. A grand jury was convened, and various witnesses were subpoenaed. At the grand jury, a witness was asked the following question by the prosecuting attorney: ""Is it not true that 20 minutes after the accident you told the police that the defendant's car went through the red light?"" He answered, ""Yes. ""The defendant was also subpoenaed to appear before the grand jury. The defendant was represented by counsel at the grand jury hearing. During questioning he was shown the witness's statement from his testimony. No objection was made to the introduction of the witness's statement. At the defendant's trial, the prosecuting attorney seeks to introduce into evidence the witness's statement from the deposition taken at the grand jury hearing. The defendant's attorney objects to this proffer of evidence. The objection at trial will be",A,A,A, A,A,A,A,A, A,A,A
668,"A man was under custodial interrogation as a suspect in the murder of a child. The police initially gave him a written list of his Miranda rights. They told him to read the list out loud, which he did. They then asked him if he understood the right to remain silent and to have a lawyer present and he nodded affirmatively. He refused to sign the writing but did not ask for an attorney. During the next three hours they interrogated him and got few answers; he was largely silent but did respond at times with a ""no"" or ""yes"" or a nod of the head. Then one of the detectives asked him if he was ready to ask God for forgiveness for killing the child. His eyes welled with tears and he said ""yes."" This opened further questioning leading to his admission of guilt. He would not sign a written confession or a waiver of the right to remain silent. He was arrested for murder and moved to suppress the confession. Will the court suppress the confession as being involuntarily given?",D,D,A, A,D,D,D,A, A,A,D and A
669,"A person who was traveling checked into a hotel for the night. While he was watching television in his hotel room, a thief picked the lock on the hotel room door, entered, hit the traveler over the head, and stole his wallet. The traveler, who suffered a concussion, was hospitalized for three days. The lock on the hotel room door fully complied with a local ordinance that prescribed minimum security standards for hotel locks. If the injured traveler asserts a claim against the hotel for damages for his injury and loss of his wallet, the traveler will",D,D,D, D,D,D,A,D, B,D,D
670,"A graduate from law school had decided against taking the bar exam. Her mother, who had always dreamed of having a child who was a lawyer, told the graduate, ""It would mean a lot to me if you at least gave the bar exam a try. Tell you what; if you will devote the next two months to studying for the bar exam and then take the exam, I'll give you $2,000. And if you pass I'll give you an additional$2,000. "" The graduate replied, ""You've got a deal! I'm going to get started studying today!"" The graduate's uncle was present when this conversation took place. After the mother had left the room, the uncle said to the graduate, ""I want you to know that if anything ever happens to your mother, I'll pay you as per your mother's promise. ""The graduate spent the next two months studying diligently for the bar exam. When the graduate returned home after taking the exam, she received the tragic news that her mother had died suddenly. At the mother's funeral, the uncle approached the graduate and told her that he did not believe that he was obligated to pay anything to the graduate. The graduate passed the bar exam and wishes to collect from the uncle. The uncle's promise to the graduate would constitute",A,D,A, D,A,A,B,A, B,A,A
671,"A 15-year-old boy was sledding down a pathway through a wooded area of land owned by a woman. The boy had frequently used the pathway for sledding in the previous months. The path, made of concrete, led through the woods from a public highway to a pond in the rear of the woman's property. The pathway was used for sledding and the pond for skating by the residents of the neighboring areas, without the consent of the woman. Furthermore, the woman failed to post any signs forbidding trespassing. After the boy had been sledding down the pathway for approximately three hours one morning, he lost control of the sled, and steered it into a tree. The boy suffered serious injuries in the crash. If a suit is brought on the boy's behalf against the woman for the boy's personal injuries, the plaintiff will",C,C,D, A,A,A,C,B, C,C,C
672,"Collection of a debtor's $2,000 debt to a creditor was barred by the applicable statute of limitations. The debtor sold and delivered his car to a buyer under a written agreement, signed by the buyer, in which the buyer promised to pay the $2,000 purchase price to the creditor ""in satisfaction of [the debtor's] debt to [the creditor]."" Can the creditor recover the $2,000 from the buyer?",C,B,C, B,A,A,C,C, C,C,C
673,"On February 1, a man conveys his orchard to a gardener, and the gardener duly records the conveyance. The following day, the gardener conveys the property to a landscaper; she does not record her deed. Then on February 4, the gardener executes an identical conveyance of the orchard to a friend. The friend gives the gardener a check for $100,000 for the property and records the conveyance, even though he has actual knowledge of the prior conveyance to the landscaper. The landscaper, however, records her deed on February 6. The friend then conveys his interest in the farm to an investor, who gives a purchase price of $115,000 to the friend. On February 5, the investor purchases the farm without notice of the conveyance to the landscaper and duly records the deed. Suppose that the jurisdiction in which the property is located has a pure race statute as their deed recordation law. Under these circumstances, which of the aforementioned parties would ultimately prevail?",A,A,A, B,A,A,A,A, B,A,A
674,"A federal statute authorizes a federal agency to issue rules requiring that state legislatures adopt laws of limited duration to reduce water pollution from gasoline-powered boat motors. The purpose of these rules is to assist the agency in attaining the clean water standards required by the statute. After the agency issued such rules, several states filed an action challenging the rules on the sole ground that they are unconstitutional. Should the court uphold the constitutionality of the agency's rules?",C,A,A, A,A,A,A,A, C,A,A
675,What kind of damages put the nonbreaching party into as good a position as if the other party had fully performed?,D,D,D, D,D,D,D,D, D,D,D
